carat,cut,color,clarity,table
0.7,Ideal,F,SI2,55.0
0.41,Ideal,E,VS1,55.0
1.08,Ideal,D,VS1,56.0
0.3,Ideal,D,SI2,56.0
0.4,Very Good,E,VS2,59.0
0.74,Very Good,E,SI1,58.0
0.74,Very Good,I,VS1,56.0
0.34,Ideal,D,SI1,57.0
0.56,Premium,F,SI1,58.0
0.27,Ideal,F,VS2,56.0
0.7,Very Good,F,SI1,56.0
1.0,Good,D,SI2,60.0
0.3,Premium,E,VS2,59.0
0.32,Premium,F,VS2,59.0
0.52,Ideal,G,VS2,56.0
0.79,Good,D,SI2,64.0
1.27,Premium,F,SI1,60.0
1.0,Premium,E,SI1,61.0
1.01,Ideal,G,VS2,57.0
0.3,Very Good,H,VS2,55.0
0.33,Ideal,G,VVS1,56.0
0.31,Ideal,H,IF,57.0
0.72,Ideal,I,SI1,55.0
2.0,Very Good,I,VS1,59.0
1.37,Ideal,I,SI2,55.0
0.9,Good,H,SI2,56.0
0.41,Ideal,E,SI2,55.0
0.31,Premium,D,VS1,58.0
0.32,Ideal,H,SI2,53.0
0.5,Very Good,D,SI1,58.0
1.54,Premium,H,SI2,59.0
1.0,Premium,H,VS2,59.0
1.29,Very Good,H,VS2,58.0
1.55,Ideal,H,VS2,56.0
0.9,Premium,I,VS2,55.0
0.59,Ideal,J,VS2,57.0
1.11,Ideal,E,SI1,55.0
1.01,Good,E,SI1,57.0
0.7,Very Good,E,VS1,56.0
0.38,Premium,D,SI2,58.0
0.3,Very Good,I,VVS1,59.0
0.3,Ideal,G,VVS1,57.0
0.52,Very Good,H,VS1,62.0
0.27,Very Good,F,VVS2,58.0
0.38,Ideal,G,VS2,54.0
0.8,Ideal,F,SI1,54.0
0.25,Very Good,E,VVS2,58.0
0.74,Ideal,I,SI1,56.0
0.54,Premium,F,VS2,58.0
0.4,Ideal,F,SI1,57.0
0.53,Ideal,E,VS2,57.0
0.32,Ideal,D,VS1,54.0
0.52,Premium,F,VS2,59.0
0.35,Ideal,F,VS2,56.0
0.51,Ideal,D,SI1,56.0
0.35,Ideal,D,VS2,56.0
1.01,Premium,E,SI1,59.0
0.3,Premium,E,SI1,60.0
1.44,Very Good,J,VS2,59.0
0.76,Premium,E,SI2,58.0
1.01,Premium,E,VS2,58.0
0.55,Very Good,H,VS2,55.0
0.31,Ideal,F,VVS1,56.0
0.41,Premium,G,VS2,58.0
0.7,Ideal,H,VS1,54.0
0.4,Good,G,SI1,56.0
0.3,Ideal,E,VS2,55.0
0.91,Premium,F,SI1,54.0
0.82,Premium,H,VS2,60.0
0.46,Very Good,D,SI2,60.0
1.16,Ideal,I,VS2,56.0
1.5,Very Good,H,SI2,58.0
0.39,Ideal,F,VS2,57.0
0.42,Ideal,E,VVS1,56.0
0.34,Ideal,F,SI1,54.0
0.3,Very Good,G,VS1,56.0
0.32,Premium,I,SI1,60.0
0.54,Very Good,H,SI2,57.0
0.33,Premium,D,VS2,58.0
0.32,Very Good,I,VS1,56.0
1.1,Very Good,I,VS1,58.0
1.06,Ideal,I,VS1,57.0
1.05,Very Good,H,VS2,57.0
0.3,Ideal,E,VS2,56.0
0.32,Ideal,I,VVS2,56.0
0.3,Ideal,D,VS1,57.0
1.23,Premium,G,SI1,60.0
1.21,Premium,H,VS2,59.0
2.0,Very Good,H,SI2,63.0
1.02,Very Good,E,SI1,55.0
0.7,Very Good,E,SI1,56.0
0.38,Ideal,D,SI1,55.0
0.35,Ideal,F,VS2,57.0
0.31,Ideal,E,VVS1,57.0
1.0,Good,I,SI2,58.0
0.31,Ideal,D,SI1,56.0
0.91,Premium,F,SI1,58.0
1.56,Premium,H,VS2,58.0
1.22,Ideal,J,SI1,55.0
0.51,Ideal,E,SI1,56.0
1.02,Premium,G,SI1,58.0
0.52,Premium,E,VS2,58.0
1.52,Very Good,G,VS2,59.0
0.39,Ideal,G,VS1,57.0
0.33,Ideal,H,VVS1,55.0
0.39,Premium,E,VS2,58.0
0.32,Premium,D,SI2,58.0
2.11,Ideal,I,SI2,56.0
1.21,Ideal,F,VS1,54.0
1.02,Very Good,F,SI1,59.0
0.9,Ideal,J,VS1,57.0
0.71,Very Good,E,SI2,60.0
0.31,Ideal,D,VVS1,55.0
0.9,Very Good,G,VS2,59.0
1.11,Ideal,H,VS2,55.0
1.35,Ideal,D,SI1,57.0
1.5,Very Good,E,SI2,56.0
0.32,Ideal,E,VS2,56.0
2.02,Ideal,J,VS1,57.0
0.5,Premium,G,VVS2,58.0
1.01,Very Good,D,SI2,59.0
0.24,Ideal,F,VVS2,57.0
0.53,Premium,D,SI1,59.0
0.5,Ideal,G,VVS2,56.0
1.0,Fair,J,SI2,57.0
0.31,Very Good,G,SI1,54.0
0.5,Very Good,E,SI1,59.0
0.35,Ideal,D,VS2,56.0
0.4,Premium,F,VS1,58.0
1.25,Premium,E,SI2,58.0
0.31,Very Good,F,VS2,58.0
1.57,Ideal,I,VS1,59.0
0.73,Premium,G,VS2,59.0
0.3,Ideal,H,VVS2,55.0
2.16,Ideal,I,VS2,56.0
1.24,Ideal,E,SI1,56.0
0.3,Premium,E,VS2,59.0
1.32,Very Good,H,SI1,59.0
0.8,Very Good,F,VS2,57.1
1.0,Good,D,SI2,58.0
0.5,Premium,G,VVS1,58.0
1.02,Very Good,G,SI2,57.0
1.21,Ideal,H,IF,54.0
0.52,Very Good,E,SI1,57.0
1.21,Ideal,J,SI1,55.0
1.01,Premium,I,VS2,59.0
0.5,Good,E,SI1,57.0
0.35,Premium,D,SI1,59.0
1.03,Very Good,G,VVS2,56.0
1.05,Ideal,H,VS2,57.0
0.71,Ideal,E,SI2,56.0
0.34,Ideal,G,IF,57.0
0.3,Very Good,G,SI1,59.0
0.58,Ideal,D,VS1,56.0
0.5,Very Good,E,SI1,57.0
1.23,Premium,G,VS2,58.0
0.58,Ideal,E,VS1,57.0
0.42,Premium,G,SI1,58.0
0.5,Very Good,G,SI1,57.0
0.32,Premium,H,SI1,60.0
1.0,Very Good,G,VS1,57.0
0.5,Premium,E,SI2,61.0
0.31,Very Good,F,SI2,58.0
0.31,Very Good,D,SI1,59.0
0.32,Very Good,I,VS2,58.0
0.4,Ideal,D,SI1,56.0
0.31,Ideal,G,SI1,54.0
0.5,Good,E,SI1,60.0
0.71,Ideal,G,SI1,54.0
1.29,Premium,E,SI1,58.0
0.9,Ideal,G,SI2,56.0
2.01,Very Good,E,SI1,61.0
0.85,Premium,F,SI1,58.0
0.71,Very Good,H,SI1,56.0
1.02,Very Good,J,SI2,60.0
0.4,Very Good,G,VS2,55.0
0.31,Very Good,H,VS2,59.0
0.33,Ideal,H,SI2,55.0
1.0,Premium,G,SI1,60.0
1.09,Good,F,VS2,58.0
0.53,Good,E,SI2,55.0
0.31,Ideal,G,SI1,56.0
1.0,Ideal,H,VS1,56.0
0.34,Premium,H,IF,58.0
0.42,Ideal,E,VVS2,56.0
0.76,Ideal,F,VS1,54.0
0.5,Premium,E,VS2,60.0
0.57,Ideal,E,VS2,54.0
1.0,Premium,E,SI1,54.0
1.01,Good,E,SI2,57.0
1.29,Good,H,SI2,59.0
0.73,Ideal,F,VVS1,55.0
0.55,Ideal,E,SI1,56.0
0.3,Premium,G,SI1,58.0
1.25,Premium,G,VS2,62.0
1.07,Premium,F,SI2,58.0
0.33,Premium,F,VS2,60.0
0.41,Ideal,D,VS1,57.0
0.72,Good,F,VS2,57.0
0.31,Ideal,D,VS2,56.0
0.38,Ideal,D,SI1,55.0
0.31,Good,E,SI1,57.0
0.4,Ideal,E,SI1,55.0
0.72,Premium,E,VS2,58.0
0.29,Ideal,E,VVS1,55.0
0.31,Premium,G,VS2,59.0
1.01,Very Good,H,SI2,56.0
1.83,Premium,I,VS1,60.0
1.71,Premium,E,SI1,57.0
0.73,Ideal,E,SI1,57.0
0.4,Premium,D,SI1,59.0
1.64,Premium,I,VS2,59.0
0.3,Ideal,E,VS2,56.0
1.22,Ideal,D,SI1,56.0
0.51,Ideal,G,VS2,56.0
1.02,Ideal,F,VVS2,57.0
0.7,Good,F,VS2,58.0
0.51,Ideal,G,VVS2,57.0
1.02,Premium,F,SI1,58.0
1.23,Ideal,D,VVS2,56.0
1.04,Premium,G,VVS2,58.0
0.3,Ideal,G,VVS2,57.0
0.4,Good,E,SI1,56.0
1.01,Good,E,SI1,60.0
0.34,Ideal,G,VS2,55.0
1.2,Premium,I,SI1,59.0
1.23,Ideal,G,SI1,54.0
1.03,Ideal,F,VS1,55.0
0.7,Fair,F,VS1,64.0
0.36,Premium,D,SI1,58.0
0.52,Ideal,D,VS2,57.0
1.5,Premium,H,SI1,60.0
0.71,Ideal,I,SI2,56.0
0.3,Premium,G,SI2,60.0
1.58,Ideal,G,VS1,55.0
0.53,Ideal,D,SI1,55.0
0.31,Ideal,G,VVS2,56.0
0.51,Ideal,F,SI1,56.0
0.9,Premium,I,SI1,60.0
0.32,Premium,G,VS2,59.0
1.5,Premium,G,VS2,62.0
0.71,Ideal,D,VS2,57.0
1.01,Premium,F,SI1,60.0
0.32,Premium,E,SI2,60.0
0.72,Ideal,I,SI1,56.0
2.38,Premium,J,SI2,59.0
0.71,Very Good,D,SI1,55.0
0.9,Premium,G,SI1,62.0
2.0,Premium,F,SI2,58.0
1.51,Very Good,F,SI1,58.0
1.01,Very Good,E,SI2,59.0
0.53,Premium,H,VVS1,57.0
0.31,Ideal,F,VVS1,56.0
1.76,Premium,H,I1,60.0
0.74,Premium,F,SI1,60.0
0.51,Ideal,E,SI1,55.0
1.23,Very Good,G,VVS2,58.0
0.51,Ideal,E,SI2,56.0
1.01,Premium,E,SI2,59.0
0.7,Very Good,G,VVS2,56.0
0.7,Ideal,E,SI1,57.0
0.33,Ideal,F,IF,55.0
0.53,Ideal,E,VS2,57.0
1.2,Ideal,I,VS2,59.0
0.41,Premium,J,VVS2,58.0
0.31,Ideal,F,VS2,57.0
0.3,Ideal,G,VVS1,57.0
0.31,Premium,D,SI1,58.0
0.32,Ideal,E,VS2,54.0
0.71,Ideal,E,VS2,54.0
0.35,Ideal,F,IF,55.0
0.53,Ideal,G,VVS2,56.0
0.3,Premium,D,VS2,58.0
0.53,Ideal,G,VVS2,55.0
0.56,Ideal,D,VS1,55.0
0.76,Ideal,F,VS2,56.0
1.04,Ideal,H,VS2,56.0
1.55,Premium,F,SI1,58.0
0.71,Premium,E,SI2,59.0
1.2,Very Good,F,SI1,60.0
1.06,Ideal,H,SI2,57.0
1.01,Premium,E,VS2,62.0
0.71,Ideal,E,SI1,55.0
0.43,Ideal,D,VS2,57.0
1.01,Premium,F,VS2,60.0
0.92,Very Good,H,SI2,56.0
1.12,Very Good,H,SI1,58.0
0.39,Premium,G,VS1,59.0
0.51,Ideal,F,VS1,57.0
0.31,Ideal,G,IF,56.0
0.9,Premium,D,SI1,58.0
0.59,Ideal,F,SI1,54.0
0.6,Premium,G,IF,59.0
0.72,Ideal,F,SI1,57.0
0.7,Fair,G,SI2,59.0
0.41,Ideal,F,IF,57.0
1.4,Ideal,H,SI2,57.0
0.32,Ideal,E,VS2,56.0
1.2,Ideal,G,VS2,57.0
0.8,Ideal,F,VS1,56.0
1.01,Good,E,SI1,60.0
0.4,Very Good,G,VS1,59.0
0.32,Ideal,F,VS2,56.0
0.34,Ideal,E,SI1,56.0
0.3,Premium,F,VS1,59.0
0.24,Ideal,F,SI2,55.0
0.57,Premium,F,VS2,58.0
0.32,Very Good,F,VS2,55.0
2.03,Ideal,J,VS2,56.0
0.71,Ideal,I,VS1,56.0
0.32,Ideal,F,VS2,57.0
0.41,Premium,F,VS2,60.0
0.9,Very Good,D,VS2,60.0
0.39,Good,D,SI2,60.0
0.43,Premium,G,VVS2,58.0
0.32,Fair,E,VS1,55.0
0.76,Premium,G,SI1,59.0
0.34,Ideal,G,VS2,57.0
1.0,Very Good,E,VS2,58.0
0.24,Very Good,G,VVS1,57.0
0.32,Ideal,E,VS2,56.0
1.2,Ideal,G,VS1,57.0
0.9,Premium,F,SI2,59.0
0.41,Ideal,D,VVS2,55.0
0.32,Ideal,F,VVS2,55.0
0.25,Premium,E,SI1,59.0
0.56,Ideal,F,VS2,55.0
1.05,Very Good,H,VVS2,56.0
1.18,Ideal,J,SI2,56.0
1.53,Premium,J,VS1,57.0
2.26,Very Good,E,SI2,60.0
1.0,Premium,G,VS1,57.0
0.71,Ideal,E,VS2,56.0
0.74,Ideal,F,VS1,57.0
1.51,Ideal,G,VS2,57.0
0.38,Premium,G,VS2,58.0
0.3,Ideal,G,VVS2,57.0
0.3,Ideal,G,VVS1,58.0
1.54,Good,H,VS2,56.0
0.93,Premium,D,SI2,59.0
0.5,Very Good,E,VS2,58.0
2.06,Ideal,H,SI2,57.0
0.31,Premium,F,IF,58.0
1.5,Ideal,J,VVS1,55.0
0.71,Ideal,F,SI1,55.0
1.53,Very Good,H,SI1,61.0
0.4,Premium,F,SI2,58.0
0.3,Premium,H,VS2,59.0
0.41,Ideal,E,VS2,57.0
0.3,Ideal,G,VVS1,56.0
0.9,Ideal,D,SI2,56.0
0.3,Ideal,D,SI1,55.0
0.91,Very Good,D,SI2,63.0
0.72,Good,F,SI1,61.0
1.01,Good,G,SI1,55.0
1.2,Very Good,G,VS1,58.0
0.39,Ideal,D,VVS2,56.0
0.3,Premium,E,VS1,59.0
0.41,Ideal,F,VS1,56.0
0.41,Ideal,D,SI1,56.0
1.04,Ideal,F,SI2,56.0
1.01,Good,D,VS2,58.0
1.04,Very Good,H,SI1,58.0
0.7,Very Good,I,SI1,61.0
2.11,Very Good,J,VS2,60.0
0.7,Ideal,H,VS1,57.0
1.5,Very Good,H,SI2,61.0
0.38,Premium,F,VS2,61.0
0.31,Very Good,H,VS1,56.0
0.55,Ideal,E,VS2,55.0
1.01,Ideal,F,VS2,56.0
0.28,Very Good,F,VVS1,59.0
1.01,Premium,H,VS2,58.0
0.41,Very Good,D,VVS2,56.0
1.04,Ideal,I,SI1,56.0
0.71,Very Good,H,SI2,59.0
1.01,Good,H,VS1,60.0
0.3,Premium,I,VVS2,58.0
0.3,Ideal,G,IF,57.0
1.0,Premium,G,VVS1,58.0
0.5,Good,G,VS2,64.0
1.01,Good,G,VVS2,58.0
1.05,Ideal,H,SI2,56.0
0.93,Good,E,SI2,61.0
2.02,Ideal,H,SI2,55.0
0.72,Premium,H,VS2,57.0
0.32,Ideal,E,SI2,54.0
1.5,Very Good,J,VVS2,59.0
1.12,Premium,H,SI2,58.0
1.51,Good,H,VS2,58.8
1.11,Premium,I,VS1,56.0
0.5,Very Good,E,VS2,55.0
1.0,Premium,H,VVS1,57.0
0.7,Premium,G,VS1,59.0
0.36,Very Good,H,VS2,56.0
0.8,Premium,E,VS1,58.0
1.01,Premium,F,SI1,58.0
0.31,Ideal,E,VS1,56.0
0.4,Ideal,G,IF,54.0
1.02,Very Good,F,VVS1,56.0
0.71,Ideal,G,VS1,57.0
0.61,Ideal,G,IF,53.0
0.9,Premium,I,SI2,58.0
0.9,Very Good,E,SI1,56.0
0.25,Very Good,F,VVS2,55.0
0.31,Premium,E,SI1,58.0
0.31,Premium,H,IF,58.0
1.51,Premium,D,SI2,59.0
0.53,Very Good,F,SI1,56.0
0.38,Premium,D,VVS2,58.0
1.21,Premium,J,VS2,58.0
0.42,Ideal,F,VVS2,56.0
0.33,Ideal,E,VS2,54.0
0.71,Ideal,H,VVS1,55.0
1.01,Very Good,E,VS2,58.0
1.21,Ideal,E,VS2,56.0
0.5,Very Good,G,SI1,59.0
1.26,Ideal,G,IF,57.0
0.52,Ideal,G,VVS1,56.0
1.1,Ideal,F,VS2,54.0
0.35,Premium,G,VVS2,58.0
0.54,Ideal,D,SI1,53.0
1.11,Very Good,I,SI1,57.0
0.82,Ideal,E,SI1,55.0
1.01,Premium,E,VS2,59.0
0.3,Very Good,H,VVS2,55.0
0.53,Ideal,H,VS1,56.0
0.31,Ideal,D,SI1,54.0
1.21,Ideal,D,VS1,55.0
0.71,Very Good,E,SI1,60.0
0.31,Premium,D,SI1,58.0
0.35,Ideal,D,SI2,57.0
1.5,Ideal,E,SI1,57.0
0.31,Premium,D,VS2,58.0
0.6,Very Good,G,VS1,57.0
1.08,Premium,G,VS2,58.0
0.8,Premium,E,SI1,58.0
1.01,Ideal,I,SI1,56.0
0.44,Ideal,G,SI1,55.0
0.5,Ideal,E,SI1,55.0
1.01,Very Good,F,SI1,55.0
0.31,Ideal,H,IF,54.0
0.31,Very Good,I,SI1,56.0
0.51,Ideal,D,VS1,57.0
0.32,Ideal,F,VVS1,55.0
0.3,Premium,E,VVS2,58.0
1.15,Ideal,G,SI1,57.0
1.6,Premium,H,SI2,58.0
2.02,Very Good,H,SI2,58.0
0.31,Very Good,E,VVS1,56.0
1.6,Premium,G,VS2,59.0
2.0,Premium,H,SI2,59.0
1.03,Good,F,SI2,58.0
1.09,Ideal,G,SI1,54.0
0.71,Premium,F,VS2,60.0
1.01,Ideal,H,VS2,57.0
0.3,Very Good,E,VS1,60.0
1.04,Ideal,G,VVS2,56.0
2.04,Premium,E,SI2,62.0
1.56,Premium,I,VS2,58.0
0.34,Very Good,F,VS2,58.0
1.0,Good,J,VS2,55.0
0.31,Ideal,E,VS1,54.0
0.56,Ideal,E,VS1,56.0
1.03,Ideal,E,SI1,56.0
0.7,Premium,D,SI1,60.0
0.54,Premium,G,VS2,58.0
1.09,Ideal,G,VS1,55.0
1.4,Premium,E,SI2,57.0
1.5,Premium,G,SI2,58.0
0.31,Very Good,D,SI1,57.0
1.31,Ideal,H,VS2,57.0
1.03,Very Good,E,SI1,56.0
0.32,Ideal,E,IF,57.0
0.9,Ideal,G,SI1,54.0
0.4,Very Good,I,VVS2,57.0
0.71,Ideal,E,SI2,57.0
1.02,Premium,F,SI1,60.0
0.33,Ideal,H,SI1,54.0
1.51,Very Good,E,VS1,58.0
0.39,Ideal,E,VS2,54.6
1.51,Premium,H,SI2,58.0
0.46,Ideal,E,VS2,57.0
1.21,Ideal,F,VS2,57.0
0.54,Ideal,G,VS2,56.0
0.4,Ideal,D,VS2,57.0
1.33,Premium,J,VS2,58.0
0.41,Ideal,H,VVS1,55.0
1.01,Premium,G,SI1,59.0
0.43,Premium,G,VS2,58.0
1.51,Very Good,I,SI1,59.0
0.41,Ideal,F,VS1,55.0
0.3,Ideal,E,VVS2,56.0
2.02,Premium,I,SI1,58.0
2.02,Premium,H,VS2,58.0
0.93,Premium,E,SI1,57.0
0.54,Ideal,H,VVS1,56.0
0.4,Ideal,G,VVS1,55.0
0.26,Very Good,H,VVS2,61.0
0.31,Ideal,D,VVS2,55.0
0.56,Premium,E,VS1,56.0
1.17,Premium,I,SI1,59.0
1.17,Very Good,G,VVS2,58.0
0.73,Ideal,F,SI1,57.0
1.09,Premium,E,SI1,59.0
1.01,Premium,F,SI2,59.0
1.52,Good,I,VS2,59.0
1.22,Ideal,G,VS2,57.0
1.02,Good,E,SI2,56.0
0.7,Premium,G,SI1,59.0
0.34,Very Good,G,SI1,56.0
1.21,Premium,F,VS1,59.0
0.42,Premium,D,VVS2,58.0
0.9,Fair,H,SI1,58.0
0.72,Ideal,F,VVS2,57.0
0.7,Ideal,F,SI1,55.0
0.41,Ideal,G,VS2,57.0
0.42,Premium,E,SI1,60.0
0.32,Ideal,E,VVS2,56.0
0.31,Very Good,D,VS2,57.0
0.41,Premium,H,VS2,59.0
0.23,Very Good,F,VS2,57.0
0.32,Ideal,D,SI1,55.0
1.01,Ideal,H,SI2,57.0
1.2,Premium,I,SI1,58.0
2.0,Ideal,E,SI1,61.0
1.01,Ideal,G,VS2,54.0
1.02,Ideal,G,VS2,56.0
0.42,Premium,E,VVS2,59.0
1.12,Very Good,H,SI2,59.0
0.3,Premium,G,VVS1,59.0
1.23,Premium,H,SI1,58.0
0.52,Ideal,E,VS2,56.0
1.01,Premium,F,SI1,59.0
0.51,Ideal,G,VS1,55.0
0.71,Ideal,F,SI1,57.0
0.56,Ideal,I,VS1,56.0
0.78,Ideal,I,VVS2,56.0
0.51,Very Good,G,VS2,59.0
2.0,Very Good,G,SI2,56.0
0.54,Ideal,E,SI1,56.0
0.9,Ideal,F,SI2,56.0
0.71,Very Good,I,SI1,59.0
1.01,Ideal,E,SI2,57.0
0.26,Premium,E,SI2,59.0
1.04,Premium,H,VS2,58.0
1.06,Very Good,F,VS1,56.0
0.41,Ideal,F,VS2,57.0
1.04,Fair,D,SI2,56.0
1.04,Premium,F,VS1,57.0
0.71,Ideal,F,SI1,57.0
1.01,Ideal,F,VS2,56.0
1.04,Ideal,D,SI1,57.0
0.41,Ideal,G,VS1,55.0
0.54,Ideal,F,VS1,57.0
0.35,Ideal,G,VS1,56.0
1.1,Ideal,F,VVS1,57.0
0.4,Ideal,G,VS2,55.0
0.52,Ideal,E,VS2,57.0
0.41,Ideal,F,VVS2,55.0
0.39,Ideal,G,VS1,56.0
0.55,Ideal,H,SI1,56.0
0.3,Ideal,I,VS2,58.0
0.31,Ideal,J,SI2,56.0
1.2,Premium,D,SI2,56.0
1.01,Ideal,G,VS1,56.0
1.0,Premium,G,VS1,60.0
0.3,Very Good,G,VVS1,56.0
0.71,Very Good,F,SI1,58.0
0.71,Ideal,D,VS2,55.0
0.53,Ideal,D,SI1,57.0
1.01,Ideal,E,VS2,57.0
0.56,Ideal,F,VS2,55.0
0.31,Very Good,H,SI1,56.0
2.07,Premium,F,SI2,58.0
0.31,Ideal,J,VS2,54.0
0.26,Very Good,E,VVS1,58.0
0.52,Ideal,I,SI1,56.0
1.02,Very Good,F,VS2,60.0
1.05,Very Good,H,SI1,57.0
0.74,Ideal,F,VS2,58.0
0.31,Ideal,H,VS1,56.0
1.58,Premium,H,SI1,59.0
1.79,Ideal,G,VS2,57.0
1.51,Premium,H,SI1,58.0
1.0,Very Good,D,SI2,59.0
0.31,Very Good,I,VVS2,58.0
1.7,Premium,H,SI1,58.0
0.91,Very Good,E,SI1,58.0
1.5,Premium,H,VS2,59.0
1.02,Premium,H,VS2,57.0
0.4,Ideal,E,VVS2,57.0
0.4,Ideal,G,VVS2,56.0
1.02,Premium,G,I1,61.0
1.2,Premium,H,SI2,58.0
0.54,Ideal,F,VS1,55.0
0.7,Ideal,D,SI1,57.0
0.54,Ideal,E,VS1,56.0
0.3,Premium,F,VS2,58.0
1.52,Premium,D,VS2,58.0
0.32,Premium,D,VVS2,58.0
0.3,Very Good,G,VVS1,56.0
0.5,Very Good,D,SI1,58.0
1.25,Ideal,D,SI2,56.0
2.01,Ideal,I,SI1,57.0
0.31,Ideal,H,SI1,57.0
1.2,Premium,F,SI2,59.0
1.06,Ideal,G,VS2,57.0
0.7,Ideal,F,VVS1,57.0
0.9,Very Good,E,SI2,57.0
0.39,Ideal,D,SI1,57.0
0.39,Ideal,J,SI1,53.0
0.93,Very Good,F,SI2,58.0
1.71,Ideal,I,VS2,57.0
1.16,Ideal,G,SI2,55.0
0.3,Premium,E,SI1,60.0
1.03,Ideal,G,SI2,55.0
0.35,Premium,E,VS2,60.0
0.71,Ideal,I,VVS1,57.0
1.5,Very Good,H,SI2,60.0
0.32,Good,H,SI1,54.0
0.35,Ideal,D,VS2,55.0
1.61,Ideal,G,VS1,55.0
0.92,Ideal,E,VS1,57.0
0.51,Ideal,E,SI1,55.0
0.56,Very Good,D,VS2,56.0
2.04,Premium,H,SI2,59.0
1.19,Premium,I,SI2,59.0
0.71,Very Good,F,VS2,60.0
1.54,Ideal,I,VS2,57.0
2.05,Ideal,I,SI1,57.0
1.21,Very Good,J,VS2,55.0
0.44,Ideal,G,IF,55.0
0.3,Ideal,G,VS2,58.0
0.26,Ideal,I,VS1,54.0
0.9,Ideal,E,SI1,55.0
0.8,Ideal,G,SI2,57.0
0.4,Premium,I,VS2,59.0
0.93,Premium,I,SI2,62.0
0.36,Ideal,D,SI2,55.0
1.07,Premium,G,VS1,58.0
2.05,Ideal,E,SI2,56.0
0.28,Very Good,F,VVS2,58.0
0.7,Very Good,F,VS2,59.0
0.7,Good,D,IF,64.0
1.23,Good,J,SI1,56.0
0.33,Ideal,I,IF,54.0
0.72,Ideal,H,SI1,57.0
0.51,Ideal,E,SI1,55.0
0.56,Premium,F,VVS2,58.0
0.32,Ideal,D,VVS2,56.0
0.53,Premium,G,SI2,59.0
1.33,Very Good,J,VS2,59.0
0.31,Ideal,D,VS2,57.0
1.2,Ideal,F,VS1,56.0
0.31,Ideal,F,VVS2,56.0
0.8,Very Good,G,SI2,55.0
0.37,Ideal,F,VVS2,57.0
0.35,Ideal,H,VVS1,57.0
0.9,Premium,D,SI1,58.0
1.5,Very Good,H,SI1,54.0
0.7,Very Good,E,SI1,56.0
1.07,Premium,F,SI1,58.0
0.41,Ideal,E,VS1,55.0
0.56,Ideal,E,VS2,57.0
1.0,Good,G,VS2,60.0
0.56,Premium,F,VS1,59.0
1.0,Premium,G,VS2,60.0
0.51,Ideal,D,SI2,57.0
0.55,Ideal,G,SI2,55.0
0.9,Premium,D,SI2,59.0
0.41,Premium,F,VVS2,59.0
0.38,Ideal,G,VVS1,57.0
1.5,Ideal,I,VS2,55.0
1.01,Ideal,F,VS2,57.0
0.41,Ideal,E,VS1,57.0
1.16,Premium,I,SI1,58.0
1.25,Ideal,H,SI1,57.0
1.21,Ideal,H,SI1,57.0
0.23,Ideal,F,VS2,56.0
0.58,Ideal,G,VS1,58.0
1.27,Ideal,D,SI2,56.0
0.3,Premium,H,VVS1,59.0
1.5,Premium,H,VS2,58.0
1.05,Ideal,H,SI2,56.0
0.72,Very Good,E,SI1,62.0
0.5,Ideal,E,SI2,56.0
0.61,Ideal,F,VS1,57.0
0.53,Ideal,E,VS2,55.0
1.01,Very Good,D,VS2,61.0
1.01,Ideal,G,VS2,55.0
1.04,Ideal,I,SI1,58.0
0.35,Premium,E,VVS1,59.0
1.5,Ideal,H,SI2,57.0
0.31,Ideal,G,VVS1,55.0
0.36,Very Good,D,SI1,56.0
1.01,Premium,G,SI1,60.0
1.01,Ideal,F,SI1,57.0
1.03,Premium,J,VS2,61.0
1.01,Premium,F,VVS2,59.0
1.06,Premium,F,SI1,57.0
0.31,Premium,G,VVS2,59.0
0.31,Ideal,H,VS2,57.0
0.52,Very Good,G,VS1,59.0
0.41,Premium,D,VS1,58.0
0.9,Very Good,G,VS1,55.0
0.76,Ideal,E,VS2,55.0
1.0,Good,F,SI2,65.0
0.42,Ideal,E,VS2,57.0
0.53,Ideal,F,VS1,56.0
1.5,Premium,F,VS2,58.0
0.9,Very Good,E,SI2,57.0
1.46,Premium,I,VS1,59.0
1.01,Premium,D,SI1,59.0
0.55,Ideal,I,SI1,56.0
0.41,Ideal,F,VVS2,57.0
2.23,Premium,J,SI2,60.0
0.76,Ideal,G,VVS2,56.0
1.5,Ideal,H,SI1,56.0
0.7,Ideal,E,VS1,57.0
0.71,Very Good,F,SI1,56.0
1.01,Very Good,E,SI1,57.0
0.71,Premium,G,SI1,60.0
0.9,Premium,G,VS2,59.0
0.51,Ideal,G,VVS2,56.0
0.34,Ideal,E,SI1,55.0
0.9,Very Good,E,SI2,63.0
1.06,Ideal,H,SI1,57.0
1.01,Good,H,SI1,54.0
0.35,Premium,D,VS2,58.0
2.01,Good,E,SI2,61.0
1.0,Very Good,F,VVS2,57.0
0.3,Very Good,F,VS2,54.0
1.51,Very Good,H,VVS1,59.0
1.24,Premium,H,SI2,60.0
0.31,Premium,G,VVS1,59.0
0.73,Premium,F,SI1,59.0
1.0,Good,F,SI2,56.0
0.7,Very Good,G,SI2,57.0
0.32,Premium,H,SI1,58.0
0.71,Good,F,SI1,60.0
0.31,Ideal,F,VS2,55.0
0.7,Ideal,F,SI2,57.0
0.31,Ideal,G,VVS2,54.0
1.01,Ideal,F,VS2,57.0
0.39,Ideal,D,VVS2,56.0
0.33,Ideal,D,VS2,54.0
